2.000000000000000164e-05,1.800000000000000046e-05,2.199999999999999943e-05
2.099999999999999884e-05,1.599999999999999928e-05,2.300000000000000002e-05
2.099999999999999884e-05,1.800000000000000046e-05,2.099999999999999884e-05
1.900000000000000105e-05,1.900000000000000105e-05,2.199999999999999943e-05
2.000000000000000164e-05,1.699999999999999987e-05,2.300000000000000002e-05
2.099999999999999884e-05,1.800000000000000046e-05,2.199999999999999943e-05
2.099999999999999884e-05,1.900000000000000105e-05,2.099999999999999884e-05
2.099999999999999884e-05,1.699999999999999987e-05,1.900000000000000105e-05
2.199999999999999943e-05,1.800000000000000046e-05,2.000000000000000164e-05
2.300000000000000002e-05,1.800000000000000046e-05,2.099999999999999884e-05
2.000000000000000164e-05,1.900000000000000105e-05,2.000000000000000164e-05
2.099999999999999884e-05,1.800000000000000046e-05,2.199999999999999943e-05
2.099999999999999884e-05,1.800000000000000046e-05,2.000000000000000164e-05
2.199999999999999943e-05,1.699999999999999987e-05,2.300000000000000002e-05
2.099999999999999884e-05,1.800000000000000046e-05,2.000000000000000164e-05
2.400000000000000061e-05,1.800000000000000046e-05,2.000000000000000164e-05
2.300000000000000002e-05,1.800000000000000046e-05,2.300000000000000002e-05
2.199999999999999943e-05,1.900000000000000105e-05,2.000000000000000164e-05
2.400000000000000061e-05,2.099999999999999884e-05,1.800000000000000046e-05
2.199999999999999943e-05,2.099999999999999884e-05,2.099999999999999884e-05
2.300000000000000002e-05,1.699999999999999987e-05,2.099999999999999884e-05
2.400000000000000061e-05,1.699999999999999987e-05,1.800000000000000046e-05
2.300000000000000002e-05,1.900000000000000105e-05,1.699999999999999987e-05
2.400000000000000061e-05,1.900000000000000105e-05,2.000000000000000164e-05
2.300000000000000002e-05,1.900000000000000105e-05,2.000000000000000164e-05
2.199999999999999943e-05,1.800000000000000046e-05,1.900000000000000105e-05
2.199999999999999943e-05,1.699999999999999987e-05,1.800000000000000046e-05
2.400000000000000061e-05,2.000000000000000164e-05,2.000000000000000164e-05
2.400000000000000061e-05,2.000000000000000164e-05,1.800000000000000046e-05
2.400000000000000061e-05,1.800000000000000046e-05,1.699999999999999987e-05
2.400000000000000061e-05,1.900000000000000105e-05,1.599999999999999928e-05
