-9.046418531302999888e-01,-3.909956784954000120e-01,-1.695449703260999974e-01
-9.061302108815000311e-01,-3.901471759035000098e-01,-1.634418002299999895e-01
-9.075913908553000509e-01,-3.892600729024999762e-01,-1.573355105793000086e-01
-9.090252616355000148e-01,-3.883344639301000156e-01,-1.512263794204999900e-01
-9.104316913901999708e-01,-3.873704476752000136e-01,-1.451146842335999942e-01
-9.118105478940999875e-01,-3.863681270730000006e-01,-1.390007019089999907e-01
-9.131616985498000050e-01,-3.853276092996000268e-01,-1.328847087253000048e-01
-9.144850104109000233e-01,-3.842490057663999758e-01,-1.267669803269000084e-01
-9.157803502040999799e-01,-3.831324321139999989e-01,-1.206477917016000045e-01
-9.170475843522000181e-01,-3.819780082056000170e-01,-1.145274171586000006e-01
-9.182865789980999560e-01,-3.807858581197000047e-01,-1.084061303064000059e-01
-9.194972000276000479e-01,-3.795561101430999784e-01,-1.022842040313999973e-01
-9.206793130942000358e-01,-3.782888967627999754e-01,-9.616191047635000433e-02
-9.218327836426000177e-01,-3.769843546575000204e-01,-9.003952101848000655e-02
-9.229574769341000184e-01,-3.756426246892000109e-01,-8.391730624891000079e-02
-9.240532580710999477e-01,-3.742638518936999836e-01,-7.779553595131000199e-02
-9.251199920224000284e-01,-3.728481854708999843e-01,-7.167447908118999844e-02
-9.261575436487999857e-01,-3.713957787750999939e-01,-6.555440374528000158e-02
-9.271657777291000269e-01,-3.699067893038999744e-01,-5.943557718113000321e-02
-9.281445589858999812e-01,-3.683813786876000140e-01,-5.331826573691000187e-02
-9.290937521119999598e-01,-3.668197126775999961e-01,-4.720273485136999847e-02
-9.300132217977999938e-01,-3.652219611347000128e-01,-4.108924903407999707e-02
-9.309028327574000450e-01,-3.635882980162000178e-01,-3.497807184581999684e-02
-9.317624497561000085e-01,-3.619189013636999741e-01,-2.886946587921999929e-02
-9.325919376385000126e-01,-3.602139532895999863e-01,-2.276369273967999984e-02
-9.333911613554000120e-01,-3.584736399631999748e-01,-1.666101302635000087e-02
-9.341599859925000526e-01,-3.566981515970999994e-01,-1.056168631345999996e-02
-9.348982767982000341e-01,-3.548876824316000156e-01,-4.465971131899000406e-03
-9.356058992125000362e-01,-3.530424307205000112e-01,1.625875049091000078e-03
-9.362827188957999480e-01,-3.511625987151000272e-01,7.713595839838999733e-03
-9.369286017572999725e-01,-3.492483926484999945e-01,1.379693594809000036e-02
-9.375434139850999937e-01,-3.473000227185000233e-01,1.987564119647999838e-02
-9.381270220748999522e-01,-3.453177030712999973e-01,2.594945853982999831e-02
-9.386792928600999897e-01,-3.433016517838000103e-01,3.201813608218000151e-02
-9.392000935415999452e-01,-3.412520908457000179e-01,3.808142309352999938e-02
-9.396892917178000237e-01,-3.391692461413000070e-01,4.413907002642999955e-02
-9.401467554149000039e-01,-3.370533474303999966e-01,5.019082853224000190e-02
-9.405723531173999508e-01,-3.349046283295000204e-01,5.623645147712000303e-02
-9.409659537986000410e-01,-3.327233262916000078e-01,6.227569295780999853e-02
-9.413274269518000503e-01,-3.305096825860999732e-01,6.830830831706999340e-02
-9.416566426210000174e-01,-3.282639422783000249e-01,7.433405415900000424e-02
-9.419534714320000335e-01,-3.259863542081000154e-01,8.035268836389999891e-02
-9.422177846242000276e-01,-3.236771709681000031e-01,8.636397010301000154e-02
-9.424494540814000176e-01,-3.213366488823000133e-01,9.236765985292999526e-02
-9.426483523641000506e-01,-3.189650479826000029e-01,9.836351940967999474e-02
-9.428143527408000546e-01,-3.165626319863000249e-01,1.043513119027000002e-01
-9.429473292201000501e-01,-3.141296682727000023e-01,1.103308018081999992e-01
-9.430471565825999658e-01,-3.116664278583999859e-01,1.163017549626000069e-01
-9.431137104133999749e-01,-3.091731853738999836e-01,1.222639385758999969e-01
-9.431468671336999954e-01,-3.066502190377999870e-01,1.282171212434000118e-01
-9.431465040338999906e-01,-3.040978106319000007e-01,1.341610729591999895e-01
-9.431124993055000072e-01,-3.015162454749999998e-01,1.400955651277999980e-01
-9.430447320738000183e-01,-2.989058123969000058e-01,1.460203705761000115e-01
-9.429430824308000503e-01,-2.962668037114000175e-01,1.519352635646999961e-01
-9.428074314675000123e-01,-2.935995151890000154e-01,1.578400197995999954e-01
-9.426376613068999655e-01,-2.909042460294999910e-01,1.637344164428000126e-01
-9.424336551366000458e-01,-2.881812988333000147e-01,1.696182321230000067e-01
-9.421952972421999695e-01,-2.854309795730000099e-01,1.754912469463000002e-01
-9.419224730394000211e-01,-2.826535975641999987e-01,1.813532425056000041e-01
-9.416150691079000490e-01,-2.798494654361000089e-01,1.872040018910000048e-01
-9.412729732236999602e-01,-2.770188991011999780e-01,1.930433096987999864e-01
-9.408960743922000214e-01,-2.741622177245000014e-01,1.988709520409999987e-01
-9.404842628816999506e-01,-2.712797436934000217e-01,2.046867165536999933e-01
-9.400374302559000306e-01,-2.683718025851000166e-01,2.104903924059000064e-01
-9.395554694069999657e-01,-2.654387231356999943e-01,2.162817703076999887e-01
-9.390382745891999727e-01,-2.624808372071000262e-01,2.220606425181000099e-01
-9.384857414512000062e-01,-2.594984797545000221e-01,2.278268028524000066e-01
-9.378977670690999968e-01,-2.564919887932999853e-01,2.335800466899999872e-01
-9.372742499799000537e-01,-2.534617053646999740e-01,2.393201709805999888e-01
-9.366150902140000234e-01,-2.504079735022999853e-01,2.450469742515999916e-01
-9.359201893280999496e-01,-2.473311401967999978e-01,2.507602566138000255e-01
-9.351894504379999473e-01,-2.442315553613000068e-01,2.564598197676999924e-01
-9.344227782513999658e-01,-2.411095717958000040e-01,2.621454670089999883e-01
-9.336200791005000443e-01,-2.379655451507000086e-01,2.678170032343000218e-01
-9.327812609747999639e-01,-2.347998338911000127e-01,2.734742349456000254e-01
-9.319062335529000318e-01,-2.316127992592000029e-01,2.791169702553999987e-01
-9.309949082358000005e-01,-2.284048052376999871e-01,2.847450188910999880e-01
-9.300471981786999631e-01,-2.251762185113000136e-01,2.903581921987999914e-01
-9.290630183228000272e-01,-2.219274084293000049e-01,2.959563031476000194e-01
-9.280422854281999978e-01,-2.186587469664000027e-01,3.015391663320999838e-01
-9.269849181050999753e-01,-2.153706086840999900e-01,3.071065979764999732e-01
-9.258908368459000116e-01,-2.120633706905999949e-01,3.126584159367999938e-01
-9.247599640567000234e-01,-2.087374126018000098e-01,3.181944397034999761e-01
-9.235922240887000090e-01,-2.053931165002000070e-01,3.237144904036000082e-01
-9.223875432696000409e-01,-2.020308668947999875e-01,3.292183908026999895e-01
-9.211458499350000384e-01,-1.986510506794000042e-01,3.347059653062000040e-01
-9.198670744586000536e-01,-1.952540570915999862e-01,3.401770399606000028e-01
-9.185511492836000436e-01,-1.918402776703000134e-01,3.456314424543999730e-01
-9.171980089532000280e-01,-1.884101062139000027e-01,3.510690021187999887e-01
-9.158075901405999808e-01,-1.849639387371999899e-01,3.564895499276999891e-01
-9.143798316793999570e-01,-1.815021734283999988e-01,3.618929184977000002e-01
-9.129146745933000018e-01,-1.780252106053999972e-01,3.672789420877000111e-01
-9.114120621262999933e-01,-1.745334526719000134e-01,3.726474565983000087e-01
-9.098719397712999868e-01,-1.710273040733999994e-01,3.779982995705999937e-01
-9.082942552999000441e-01,-1.675071712521999934e-01,3.833313101851000271e-01
-9.066789587914000359e-01,-1.639734626024000053e-01,3.886463292599000030e-01
-9.050260026609000530e-01,-1.604265884242999929e-01,3.939431992485000200e-01
-9.033353416882999865e-01,-1.568669608790999870e-01,3.992217642381000187e-01
-9.016069330460999565e-01,-1.532949939422000030e-01,4.044818699466000145e-01
-8.998407363271999637e-01,-1.497111033567999905e-01,4.097233637198000045e-01
-8.980367135725000338e-01,-1.461157065874000016e-01,4.149460945283999780e-01
-8.961948292982999664e-01,-1.425092227719000071e-01,4.201499129642000119e-01
-8.943150505231000080e-01,-1.388920726746999956e-01,4.253346712366999904e-01
-8.923973467938000059e-01,-1.352646786382999955e-01,4.305002231685999825e-01
-8.904416902127999522e-01,-1.316274645354000017e-01,4.356464241915999902e-01
-8.884480554629999860e-01,-1.279808557201000119e-01,4.407731313420999997e-01
-8.864164198342000534e-01,-1.243252789790000035e-01,4.458802032552999783e-01
-8.843467632478000384e-01,-1.206611624822000045e-01,4.509675001610999878e-01
-8.822390682816999563e-01,-1.169889357336000024e-01,4.560348838775999947e-01
-8.800933201952999552e-01,-1.133090295212000054e-01,4.610822178057000231e-01
-8.779095069529000428e-01,-1.096218758666999971e-01,4.661093669227999725e-01
-8.756876192481000132e-01,-1.059279079753999986e-01,4.711161977768000275e-01
-8.734276505265999857e-01,-1.022275601852000032e-01,4.761025784787000226e-01
-8.711295970099000030e-01,-9.852126791604999545e-02,4.810683786964000119e-01
-8.687934577168999750e-01,-9.480946761800999878e-02,4.860134696469999849e-01
-8.664192344868000273e-01,-9.109259672024999643e-02,4.909377240892999761e-01
-8.640069320005999698e-01,-8.737109357899000561e-02,4.958410163163999851e-01
-8.615565578023000048e-01,-8.364539742550000656e-02,5.007232221470000466e-01
-8.590681223199000405e-01,-7.991594831374999874e-02,5.055842189179999835e-01
-8.565416388855999763e-01,-7.618318706790000450e-02,5.104238854749999499e-01
-8.539771237559999895e-01,-7.244755522939999581e-02,5.152421021642999976e-01
-8.513745961317999988e-01,-6.870949500402999399e-02,5.200387508231000266e-01
-8.487340781764000086e-01,-6.496944920859000494e-02,5.248137147708999972e-01
-8.460555950346999587e-01,-6.122786121742999910e-02,5.295668787991999471e-01
-8.433391748515000064e-01,-5.748517490884000325e-02,5.342981291624999685e-01
